policy_id,family,horizon_hours,lookback_hours,threshold,maximum_spread,exit_hours,risk_fraction,scenario,training_cash,training_pnl,total_fees,closed_trades,release_days,maximum_cost_drawdown,mean_daily_log_growth,simultaneous_lower_daily_log_growth,selection_rejections
19f30fae9043d62a,momentum,12,3,0.08,0.03,,0.025,stress,162.85,-37.15,4.84,53,40,0.21267646490040612,-0.0008285799791362652,-0.0026106986108906213,
19f30fae9043d62a,momentum,12,3,0.08,0.03,,0.05,stress,166.87,-33.13,2.88,14,13,0.21428571428571427,-0.0007302512112468768,-0.003340156159086602,
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.005,costed,163.01,-36.99,7.36,196,134,0.18495,-0.0008246202335880594,-0.0012251269489562894,nonpositive_simultaneous_lower_bound;nonpositive_stress_profit
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.01,costed,159.81,-40.19,7.26,121,76,0.20095,-0.0009045635360928194,-0.0018438299944458414,nonpositive_simultaneous_lower_bound;nonpositive_stress_profit
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.025,costed,158.09,-41.91,6.27,45,32,0.20955,-0.0009481970783868545,-0.0026090966885967118,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.05,costed,158.07,-41.93,7.69,28,22,0.2157,-0.000948707232494889,-0.0031939392400487836,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.005,stress,165.05,-34.95,5.79,182,131,0.17615,-0.0007744714042291729,-0.0011829751902924471,
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.01,stress,159.98,-40.02,7.21,136,92,0.2001,-0.0009002764480941991,-0.0017854910947683897,
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.025,stress,159.95,-40.05,4.14,35,26,0.20025,-0.0009010326619052816,-0.002400931504416399,
1341e963bbbcbf89,momentum,12,3,0.08,0.08,1,0.05,stress,157.81,-42.19,3.0,16,11,0.21095,-0.0009553451160806271,-0.0029900579273352493,
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.005,costed,173.08,-26.92,5.96,216,147,0.13485,-0.0005829171419006159,-0.0012172288922652611,nonpositive_simultaneous_lower_bound;nonpositive_stress_profit
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.01,costed,159.51,-40.49,7.12,158,95,0.20245,-0.0009121401224341929,-0.002231344873081988,nonpositive_simultaneous_lower_bound;nonpositive_stress_profit
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.025,costed,159.65,-40.35,4.58,41,28,0.20175,-0.0009086026104324432,-0.0030464442966867946,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.05,costed,159.62,-40.38,6.16,30,22,0.20253796962430057,-0.0009093603875007002,-0.004099415208947541,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.005,stress,175.34,-24.66,4.52,201,137,0.1233,-0.0005306065338209575,-0.0010095557385054847,
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.01,stress,162.04,-37.96,6.67,172,105,0.2,-0.0008486860815062377,-0.001898888210524279,
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.025,stress,159.04,-40.96,3.14,37,23,0.2048,-0.0009240388049990824,-0.002683552017919976,
b2fefe31cb8f792e,momentum,12,3,0.08,0.08,3,0.05,stress,154.81,-45.19,2.45,16,11,0.22595,-0.0010327371290147682,-0.0033757137152391208,
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.005,costed,175.48,-24.52,4.6,225,147,0.12281929517620595,-0.0005273882671371919,-0.001263475415115481,nonpositive_simultaneous_lower_bound;nonpositive_stress_profit
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.01,costed,160.24,-39.76,6.38,191,113,0.20013992304232672,-0.0008937285289938416,-0.002391311260749941,nonpositive_simultaneous_lower_bound;nonpositive_stress_profit
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.025,costed,150.72,-49.28,4.23,53,30,0.2474535650089874,-0.001140699821451547,-0.0035066327681377253,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.05,costed,154.27,-45.73,1.86,14,13,0.231990839846667,-0.0010468268246943086,-0.0036285819927811824,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.005,stress,178.58,-21.42,4.08,207,147,0.1071,-0.0004567769615280882,-0.0009477187213921448,
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.01,stress,160.6,-39.4,6.57,192,127,0.2019,-0.0008846796977232916,-0.001997773350312322,
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.025,stress,155.67,-44.33,3.36,43,30,0.22165,-0.0010103991310495115,-0.002895985299851258,
40e60586fa33b65c,momentum,12,3,0.08,0.08,,0.05,stress,156.97,-43.03,2.82,22,17,0.21515,-0.0009768655736327454,-0.0027966230757789333,
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.005,costed,199.93,-0.07,0.03,2,2,0.00035,-1.4115373560297073e-06,-5.2578277363709756e-06,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.01,costed,199.89,-0.11,0.03,2,2,0.00055,-2.21835203823055e-06,-8.433026641900678e-06,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.025,costed,199.74,-0.26,0.06,2,2,0.0013,-5.245345697774435e-06,-2.00891693710905e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.05,costed,199.48,-0.52,0.09,2,2,0.0026,-1.0497523669818234e-05,-4.097314970907312e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.005,stress,199.14,-0.86,0.08,2,2,0.0043,-1.7376095113300507e-05,-7.573650307135917e-05,
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.01,stress,197.96,-2.04,0.14,2,2,0.0102,-4.1340227678836044e-05,-0.00018414798085654706,
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.025,stress,194.77,-5.23,0.31,2,2,0.02615,-0.00010684673913801705,-0.00047928359855659117,
517eca4e8e4b8a49,momentum,6,3,0.08,0.03,1,0.05,stress,189.55,-10.45,0.61,2,2,0.05225,-0.0002163892120390839,-0.0009702632305157443,
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.005,costed,199.98,-0.02,0.02,2,2,0.00019998000199980003,-4.0324596908630064e-07,-3.964295751470278e-06,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.01,costed,199.98,-0.02,0.02,2,2,0.00034991252186953263,-4.032459690858776e-07,-7.272266338326306e-06,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.025,costed,199.96,-0.04,0.04,2,2,0.0008494478588917204,-8.065322688187327e-07,-1.7899019321747973e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.05,costed,199.91,-0.09,0.06,2,2,0.0017975732760772956,-1.814924517682749e-06,-3.77421269283389e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.005,stress,199.33,-0.67,0.05,2,2,0.00375,-1.3530741182912687e-05,-7.258449861343482e-05,
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.01,stress,198.31,-1.69,0.1,2,2,0.00925,-3.421735342862174e-05,-0.00018033905147309581,
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.025,stress,195.61,-4.39,0.24,2,2,0.02395,-8.949389318455098e-05,-0.00047248019445725385,
9b38905c1ac574dc,momentum,6,3,0.08,0.03,3,0.05,stress,191.22,-8.78,0.48,2,2,0.0479,-0.0001810192293981313,-0.0009565254614202633,
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.005,costed,199.98,-0.02,0.02,2,2,0.00019998000199980003,-4.0324596908630064e-07,-3.964295751470278e-06,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.01,costed,199.98,-0.02,0.02,2,2,0.00034991252186953263,-4.032459690858776e-07,-7.272266338326306e-06,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.025,costed,199.96,-0.04,0.04,2,2,0.0008494478588917204,-8.065322688187327e-07,-1.7899019321747973e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.05,costed,199.91,-0.09,0.06,2,2,0.0017975732760772956,-1.814924517682749e-06,-3.77421269283389e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.005,stress,199.33,-0.67,0.05,2,2,0.00375,-1.3530741182912687e-05,-7.258449861343482e-05,
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.01,stress,198.31,-1.69,0.1,2,2,0.00925,-3.421735342862174e-05,-0.00018033905147309581,
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.025,stress,195.61,-4.39,0.24,2,2,0.02395,-8.949389318455098e-05,-0.00047248019445725385,
9d424985132bbdbc,momentum,6,3,0.08,0.03,,0.05,stress,191.22,-8.78,0.48,2,2,0.0479,-0.0001810192293981313,-0.0009565254614202633,
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.005,costed,198.24,-1.76,0.23,7,6,0.0088,-3.56409220451793e-05,-0.0001093755062353604,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.01,costed,196.52,-3.48,0.42,7,6,0.0174,-7.077886793382773e-05,-0.0002182754943999893,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.025,costed,191.04,-8.96,0.97,7,6,0.0448,-0.00018481667880564242,-0.0005728739992900478,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.05,costed,182.05,-17.95,1.86,7,6,0.08975,-0.0003791773868007833,-0.0011866879089128687,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.005,stress,198.73,-1.27,0.26,7,7,0.00635,-2.5686479870337173e-05,-0.00011541247039787241,
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.01,stress,197.79,-2.21,0.49,7,7,0.01105,-4.4804454656124333e-05,-0.00023650108040688955,
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.025,stress,194.68,-5.32,1.18,7,7,0.0266,-0.0001087104096079957,-0.0006166975244780744,
4452c47590ee9f1e,momentum,6,3,0.08,0.08,1,0.05,stress,189.25,-10.75,2.3,7,7,0.05375,-0.00022277610576805894,-0.0012557380094930333,
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.005,costed,203.0,3.0,0.15,7,6,0.0038996100389961006,6.003472779738151e-05,-0.00011481454682628768,nonpositive_simultaneous_lower_bound;insufficient_release_days
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.01,costed,206.02,6.02,0.28,7,6,0.007748062984253936,0.00011958018107867169,-0.00022893134513393048,nonpositive_simultaneous_lower_bound;insufficient_release_days
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.025,costed,216.64,16.64,0.65,7,6,0.019237495627841904,0.00032225654506400563,-0.0005915702253020678,nonpositive_simultaneous_lower_bound;insufficient_release_days
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.05,costed,237.13,37.13,1.33,7,6,0.038498027662655414,0.0006866578524596022,-0.0012304349033419276,nonpositive_simultaneous_lower_bound;insufficient_release_days
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.005,stress,202.79,2.79,0.13,7,7,0.0061,5.58612672924827e-05,-0.00013507896147115037,
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.01,stress,205.45,5.45,0.25,7,7,0.0129,0.00010840858379589685,-0.0002755827608699115,
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.025,stress,215.04,15.04,0.58,7,7,0.0332,0.0002923656886562417,-0.0007238129273327952,
dbc99d18e5085144,momentum,6,3,0.08,0.08,3,0.05,stress,231.91,31.91,1.21,7,7,0.06635,0.0005969032210446811,-0.0014477489880463878,
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.005,costed,203.0,3.0,0.15,7,6,0.0038996100389961006,6.003472779738151e-05,-0.00011481454682628768,nonpositive_simultaneous_lower_bound;insufficient_release_days
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.01,costed,206.02,6.02,0.28,7,6,0.007748062984253936,0.00011958018107867169,-0.00022893134513393048,nonpositive_simultaneous_lower_bound;insufficient_release_days
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.025,costed,216.64,16.64,0.65,7,6,0.019237495627841904,0.00032225654506400563,-0.0005915702253020678,nonpositive_simultaneous_lower_bound;insufficient_release_days
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.05,costed,237.13,37.13,1.33,7,6,0.038498027662655414,0.0006866578524596022,-0.0012304349033419276,nonpositive_simultaneous_lower_bound;insufficient_release_days
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.005,stress,202.79,2.79,0.13,7,7,0.0061,5.58612672924827e-05,-0.00013507896147115037,
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.01,stress,205.45,5.45,0.25,7,7,0.0129,0.00010840858379589685,-0.0002755827608699115,
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.025,stress,215.04,15.04,0.58,7,7,0.0332,0.0002923656886562417,-0.0007238129273327952,
205ca4da6c14d88d,momentum,6,3,0.08,0.08,,0.05,stress,231.91,31.91,1.21,7,7,0.06635,0.0005969032210446811,-0.0014477489880463878,
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.005,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.01,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.025,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.05,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.005,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.01,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.025,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
fa4547558d7074ca,momentum,24,3,0.15,0.03,1,0.05,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.005,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.01,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.025,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.05,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.005,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.01,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.025,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
2b2cb3c4048dbdfa,momentum,24,3,0.15,0.03,3,0.05,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.005,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.01,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.025,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.05,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.005,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.01,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.025,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d4ba161c74fd9fcc,momentum,24,3,0.15,0.03,,0.05,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.005,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.01,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.025,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.05,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.005,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.01,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.025,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
755ec373adf72887,momentum,24,3,0.15,0.08,1,0.05,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.005,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.01,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.025,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.05,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.005,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.01,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.025,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d16f8e89e7d82acb,momentum,24,3,0.15,0.08,3,0.05,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.005,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.01,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.025,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.05,costed,200.0,0.0,0.0,0,0,0.0,0.0,,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.005,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.01,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.025,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
de3f9d4c9bea129a,momentum,24,3,0.15,0.08,,0.05,stress,200.0,0.0,0.0,0,0,0.0,0.0,,
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.005,costed,199.6,-0.4,0.17,3,3,0.0027,-8.072591414004283e-06,-4.647803374936735e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.01,costed,198.94,-1.06,0.38,3,3,0.00675,-2.1427801708745536e-05,-0.00011669440379422026,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.025,costed,197.53,-2.47,0.88,3,3,0.01605,-5.01084476134175e-05,-0.0002790392660218335,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.05,costed,194.96,-5.04,1.75,3,3,0.0326,-0.00010291515012534706,-0.0005724519832017764,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.005,stress,199.64,-0.36,0.04,1,1,0.0018,-7.2646046235008415e-06,-3.524266256726233e-05,
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.01,stress,199.12,-0.88,0.08,1,1,0.0044,-1.77810826157261e-05,-8.626108744850915e-05,
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.025,stress,197.54,-2.46,0.22,1,1,0.0123,-4.990431882280405e-05,-0.00024210003986061522,
d055315b7f4267d3,momentum,18,3,0.15,0.03,1,0.05,stress,194.92,-5.08,0.44,1,1,0.0254,-0.0001037425345674646,-0.0005032845322106164,
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.005,costed,199.82,-0.18,0.16,3,3,0.0042,-3.630666303081655e-06,-8.198616960811459e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.01,costed,199.46,-0.54,0.32,3,3,0.00935,-1.0901820864172958e-05,-0.00017842082944770623,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.025,costed,198.38,-1.62,0.8,3,3,0.02475,-3.2794287218503706e-05,-0.0004718725797546482,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.05,costed,196.26,-3.74,1.57,3,3,0.05035,-7.611716036165022e-05,-0.0009634243148033518,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.005,stress,199.62,-0.38,0.04,1,1,0.0019,-7.668577780630367e-06,-3.720245121383106e-05,
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.01,stress,199.07,-0.93,0.08,1,1,0.00465,-1.879372936368817e-05,-9.117372474783461e-05,
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.025,stress,197.41,-2.59,0.21,1,1,0.01295,-5.255879947766213e-05,-0.00025497768026348783,
f85b18ce95b076e2,momentum,18,3,0.15,0.03,3,0.05,stress,194.65,-5.35,0.42,1,1,0.02675,-0.00010933182456279031,-0.0005303997671758627,
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.005,costed,201.34,1.34,0.09,3,3,0.0033,2.6926027230809393e-05,-9.315253425791954e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.01,costed,203.22,3.22,0.19,3,3,0.00665,6.44022964100753e-05,-0.00017973482369876547,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.025,costed,208.88,8.88,0.47,3,3,0.01665,0.00017517160420498648,-0.00044397110608290183,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.05,costed,219.03,19.03,0.96,3,3,0.03335,0.0003664973394680138,-0.0009061880861961115,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.005,stress,199.55,-0.45,0.03,1,1,0.00225,-9.082802634248899e-06,-4.398677138699562e-05,
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.01,stress,198.89,-1.11,0.06,1,1,0.00555,-2.2441364810006044e-05,-0.0001088351966499487,
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.025,stress,196.89,-3.11,0.17,1,1,0.01555,-6.319423142861139e-05,-0.00030646467353989443,
3d1cdd987200d02a,momentum,18,3,0.15,0.03,,0.05,stress,193.57,-6.43,0.34,1,1,0.03215,-0.00013176678383299332,-0.0006391711522839528,
7dcd73a241583d3e,momentum,18,3,0.15,0.08,1,0.005,costed,198.62,-1.38,0.43,8,8,0.0069,-2.791901239042036e-05,-8.675285217992631e-05,nonpositive_simultaneous_lower_bound;insufficient_release_days;nonpositive_stress_profit
